0.1651351941	-0.5199702863	-0.8643693321	-1.7803091519	1.1208635088	1.3498529914	0.7822365133	-0.3199023841	-0.1043218327	-2.2664306968	-0.1801524558	-0.0760224410	-0.0082728125	-0.0998663224	-1.8687095337	0.4200654988	-0.1778517977	0.5161912763	0.8670077790	2.5627140120	-0.1371310972	-1.6029140165	1.1602647771	0.6609214076	-2.2607184531	0.0011060305	-0.7968476382	0.9830475568	-0.6966900764	-0.4164811512	0.2911139128	-1.1249255149	0.9933994303	3.1966421717	-0.6751768968	-0.3956078964	-0.6575756350	-0.9875251254	-1.1735405024	-0.2404274902	0.4437890523	0.7765239576	-0.3322238841	0.2117212084	0.5421823766	-1.0306933264	-0.9289934053	-0.4262967388	-1.4020361014	-0.0232292889	-0.7661576294	-1.2587780787	-0.7566295326	-1.8369383701	-0.2217677187	-0.5504275705	0.4557335491	0.3093829955	0.7350542805	-0.1862135462	0.0000000000
-0.7207499835	1.1941533175	-1.2958138425	-1.3692510012	0.6628805638	0.4528802568	1.6244519338	-1.4562136202	0.0379399375	-2.8088073738	-1.4965340842	-1.2989806118	0.1036883130	0.0924942250	-3.6291980428	-0.2012231073	2.7524034087	-0.6358468901	0.0441941923	1.0753019174	-1.2786758553	-0.0890821671	0.5260871860	0.3106316789	-1.2708897436	0.1784540464	0.6943178811	0.4891574398	-1.6562077110	-1.5764455632	-0.2474397530	-0.3722612098	0.7900290720	0.3242573108	-0.5017745319	-0.5868833848	0.5941368479	-1.0925004257	-1.9247756371	-0.3586414872	-1.1879112206	1.0754496593	-1.2891311867	0.9340786196	-0.2270860310	-3.2957518367	0.6125559437	-1.9739716106	-0.0490574531	0.8172152579	-0.4824353240	0.4307566039	-1.4968950131	-2.5177915051	-0.9344624432	-0.1459229236	-0.0906835734	0.0266067612	0.3922366907	1.0698028984	0.0000000000
-0.5644173051	0.1139288088	-1.8644753593	-0.9116420105	0.0909803378	0.6960437651	2.6952619982	-1.2646031905	0.2172904415	-3.6770889124	-0.3315160732	-0.6487210442	1.1571166029	-0.2231416376	-4.1605084621	-1.1277715988	0.6274036226	0.5384586598	1.5362695049	0.4844042616	-0.2250962727	1.9239504417	0.6545698520	-0.5975688164	-0.9817624117	-0.0253067298	-0.1240367803	0.8254713788	1.2662130793	-1.4738658048	0.5770649792	0.3135228073	0.7704187277	-0.0205169381	0.0646830154	-1.6292138815	0.6888001420	0.0217540817	0.9184264113	-1.0396301877	-2.4023453185	-0.4418496746	-0.5030180260	-0.8630250992	0.7974754967	-3.3825389241	0.8789156863	-1.7920158907	0.9912709369	-0.7802197421	0.1734131440	1.4792899382	-0.1176257534	-3.9032520428	-0.0917114399	0.1872572295	-0.9082393434	2.1098335362	1.1512553467	-0.3966344939	0.0000000000
-0.5644173051	0.6256028103	0.6749924007	0.6759425736	-0.4083293313	-1.0951818722	-1.0471575245	2.1912179544	0.1537606257	-0.1742712349	-0.4613054480	-1.2984868054	-1.8119830617	-0.1881556269	-0.7100430228	1.0644315940	-0.1935130319	-1.2979921323	0.5440059810	-1.4195289637	0.3778635829	-1.6101886108	-1.7849530118	0.3551299007	0.5401373057	-1.5971751745	-0.3385811898	0.1678491253	-0.6352517341	0.5170798369	-0.1368196710	0.2828794227	1.9380658049	0.0343441426	0.1071921800	0.9274426123	-0.4114969641	-0.1724865964	-0.4766173782	1.1193970399	-0.1895337303	2.5246505345	0.2587820804	-0.0990053013	-0.3747859640	-1.0953721104	-0.8461535503	0.0377976591	-0.2587506420	1.9490357795	-0.4334443532	0.3435496192	-0.4853456366	-0.4787793691	-0.0330099589	-1.2396570176	-1.0528651172	-1.1165252440	-1.4872893108	2.1882760413	0.0000000000
-0.5644173051	0.5105363385	-0.1848829732	-0.0209218272	-0.0729615530	0.3321468043	1.6790552145	-0.6213741297	-0.0519760076	-1.9083545256	-1.5424588699	1.0154164105	-0.7886840238	-1.9774721563	-1.8045568194	-0.5374475161	0.7297376072	-2.7750601519	0.7680221422	-0.1239808421	1.3692957109	-1.3189675074	-0.2191090647	-0.0705865538	1.4432107480	-1.1772097675	1.4033324442	1.5648655350	0.3988839050	-0.8718141593	-1.1637534762	0.5628986255	0.8308694620	-0.3125074341	-1.1626689917	-0.5690410112	-1.1123174169	-0.1814926313	0.2012437096	-1.0141920936	0.9446460042	2.6292876323	2.0961162989	-0.2681513300	-0.5213667864	-1.3492923318	-0.7445745280	-1.0360794261	-1.8753180313	1.6629140180	-0.1923331455	-1.3007522043	0.1937395648	-1.5303384817	-1.6047422118	-0.8181775655	-0.3738995427	-0.2162691745	0.4722556892	1.1996601214	0.0000000000
0.8425768004	1.7681198872	-0.2635563492	-0.3439059560	0.3769230189	0.0000075492	-0.0479127216	0.9595660363	0.2586215303	-0.9729619856	-0.6311409081	0.6880661664	-0.5752144281	0.7711030432	-1.9708150839	-0.1453379291	-0.2313227316	-0.6968278450	-0.0420175493	-0.4757511524	0.6673135356	-0.4232197747	0.8007991862	0.4498130579	0.1503460930	0.0703601257	1.0135977084	0.0441231098	-0.4694246421	-0.5728552652	0.0528013723	0.3257168851	-0.9434345952	-0.5143255491	-0.2703334413	-0.6143596572	-0.4819834853	-0.0159166265	-0.5534325946	-0.1196386026	-0.6686188816	0.6918594597	-0.2422483373	0.2116062740	1.2121308593	-1.0703660807	0.1475909942	-0.0757438598	-0.4046219739	0.6744692364	1.0474805775	0.0505095564	-0.3745440160	0.5837029761	0.5274714203	-0.1932732608	-0.4542917202	0.8591139408	0.9593038421	1.4375061009	0.0000000000
-0.7207499835	0.5046650127	-0.5409281620	2.3874813279	0.5927871498	-0.0325664823	1.4999644257	-0.3026090240	0.3968827377	-1.7168622828	-0.6747384484	-1.3151978133	0.9307025560	0.6995173564	-0.7406968807	-0.1557209857	0.5892250138	-1.8775340876	0.3097014112	-0.7038517843	-0.7817780551	1.4667062707	-1.3800623743	-1.3678665099	0.9366658647	-0.5096908416	-0.2558141642	0.9112553076	-0.3827155719	-0.8897141180	-0.1454158150	-0.0954678441	-0.0824382981	-0.2035049768	-0.9018723827	-2.0558235608	-0.1450170377	-0.7838188542	-0.4532441939	-1.1840407738	0.4771327606	3.3874725821	-2.1448632993	0.2497404415	0.2228688861	-1.2537019941	0.0928752138	-1.3614209894	1.9701551222	2.0417290235	0.6832527143	-0.7899010955	-0.9471788060	0.6359335677	0.8137006124	1.3519630942	-0.2737977187	0.6537482897	1.5291528400	1.3592658738	0.0000000000
-0.1996410555	-0.0850892483	-0.6143428253	-0.2273614069	2.9034395566	-0.8849309636	1.0107228431	1.5790908931	0.2054755927	-0.9982960680	-0.3364610244	-0.2523196541	0.3454526832	-0.1880887543	-1.7470881564	-0.1046366111	-0.1284493044	-0.0352201456	0.9960241203	0.3519275602	0.0246320175	0.8108421533	1.7268540617	-0.9148395205	0.8062726115	-0.9627960219	0.1974190058	1.5103826388	0.5897250492	-0.6214733932	0.7378229890	-0.5715207538	0.3365507307	-1.0889798302	-1.1000859397	-1.0589575293	0.0581265975	-0.6902410340	0.1419513371	-0.7102095779	0.0621135580	-1.3402686438	0.0741930721	-0.4253388345	0.1633793275	-0.7612159138	-1.1369835194	-0.3482947400	-0.6026001076	-0.1641779890	0.9854650669	-0.7343093876	-1.2050674309	1.0190811661	0.2178583639	1.3481272291	-1.0822199756	-0.0700902496	0.9917000818	0.6299031492	1.0000000000
1.1031312644	0.0965398468	0.2587223103	-0.0639939130	-0.7872435163	-1.0132408221	1.1054716447	-0.1715499560	-0.2502148829	-0.7568999049	-0.7141091691	-1.0442532684	0.8971084185	0.0995071277	-1.8053982978	-1.1218695120	-0.9662104863	-1.1437016108	-0.0371761225	-0.9755106781	0.9676920754	1.6811574125	1.4833248045	0.2840584259	0.5006215688	0.1953499301	-0.5954835314	0.4477150553	-0.4111792732	0.1803601923	-1.0377997320	-0.0500952046	0.6605073136	-0.4458031761	-2.1384250944	0.7180822643	0.8548647707	-0.2975147535	-0.5914439575	-1.1095628475	-0.2109855075	-0.5079336767	-0.1740341546	-0.0233356943	-0.2876312687	-1.2507770591	-0.5524154858	1.1892737370	-1.0335598262	0.6882246488	1.0194827818	-0.9138852142	-0.4613641630	0.2356190197	0.6832314690	0.5394210568	-0.5150698092	0.4895333827	1.4335186821	0.2286363981	1.0000000000
-0.9291935546	0.8191367771	-1.8637244758	-0.9128895060	0.8876828809	-1.7079754310	1.6537877121	0.0478687756	0.2651213457	-2.9908489938	-2.2562318257	0.0869620194	0.4951902970	-1.5206274861	-4.2547386370	-4.2048327884	1.8640808021	0.3651679663	-0.0364621099	-1.7227361586	-1.0050680893	-0.1498895539	0.9281608410	1.2127068247	1.7110123104	-1.5214543044	1.2851566345	0.6214515756	-0.8666822329	-3.2825670365	-1.6444742789	-0.5519403361	0.9433381564	0.4053221635	-0.8210476990	-2.2314062802	-0.4374544103	-0.2646726739	-0.9174322523	-3.6477605368	-1.8466486225	0.2698840358	1.3598816513	1.0454554072	3.2861144790	-3.1501457294	0.1991466897	0.5538173703	0.8085192256	1.1410873285	1.2943469107	0.4606151512	-0.5885551802	-0.9710349422	-2.4979649285	0.6175547622	0.3145509524	1.7398679887	2.0109645758	-0.1527706987	0.0000000000
